,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_fit_intercept,param_l1_ratio,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1336,0.4855467478434245,0.007959515119975193,0.006025950113932292,0.0012765287907607666,0.25,,True,0.5,none,lbfgs,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.5, 'penalty': 'none', 'solver': 'lbfgs'}",0.58751629726206,0.5897310513447432,0.5971633518095859,0.59146970931812,0.004125822213318291,155
1337,0.0394132932027181,0.005307856213321136,0.0,0.0,0.25,,True,0.5,none,liblinear,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.5, 'penalty': 'none', 'solver': 'liblinear'}",,,,,,965
1338,2.6365151405334473,0.039093444234952264,0.0048800309499104815,0.0007973601403386917,0.25,,True,0.5,none,sag,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.5, 'penalty': 'none', 'solver': 'sag'}",0.5829530638852672,0.5884270578647107,0.592761656341702,0.5880467264330345,0.004013361837123029,403
1339,2.5658439795176187,0.18450543793951446,0.005205551783243815,0.001217329035147349,0.25,,True,0.5,none,saga,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.5, 'penalty': 'none', 'solver': 'saga'}",0.5824641460234681,0.5905460472697637,0.5947179654385393,0.589242053789731,0.005086866803439705,323
1340,0.9739578564961752,0.027209873663618572,0.009605010350545248,0.005362081076366536,0.25,,True,0.75,l2,newton-cg,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.75, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5883311603650587,0.5918500407497963,0.5958591457450277,0.5920130399348004,0.0030754476253682175,9
1341,0.5211992263793945,0.13761929970594317,0.006529092788696289,0.0018972306204010716,0.25,,True,0.75,l2,lbfgs,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.75, 'penalty': 'l2', 'solver': 'lbfgs'}",0.586212516297262,0.591361043194784,0.5952070427127486,0.5909263787014398,0.003684840633251276,225
1342,0.40279579162597656,0.04246371046072125,0.006505886713663737,0.000919026101346815,0.25,,True,0.75,l2,liblinear,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.75, 'penalty': 'l2', 'solver': 'liblinear'}",0.5883311603650587,0.5915240423797881,0.5960221715030974,0.5919587068731323,0.0031548494528047255,17
1343,1.1753453413645427,0.03848560136366217,0.005856116612752278,0.0028728705005939357,0.25,,True,0.75,l2,sag,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.75, 'penalty': 'l2', 'solver': 'sag'}",0.5824641460234681,0.5876120619396903,0.5930877078578415,0.5877207280630263,0.0043377315121556495,445
1344,1.9919308026631672,0.015581955171144196,0.017242908477783203,0.004532206263549984,0.25,,True,0.75,l2,saga,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.75, 'penalty': 'l2', 'solver': 'saga'}",0.5826271186440678,0.5905460472697637,0.5945549396804695,0.589242053789731,0.004956041899949287,323
1345,0.009759346644083658,7.867411722033552e-07,0.0,0.0,0.25,,True,0.75,l1,newton-cg,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.75, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,,,973
1346,0.010085105895996094,0.000460749604945345,0.0,0.0,0.25,,True,0.75,l1,lbfgs,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.75, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,974
1347,0.15179681777954102,0.024175360150179733,0.0052080949147542315,0.0012162050142149477,0.25,,True,0.75,l1,liblinear,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.75, 'penalty': 'l1', 'solver': 'liblinear'}",0.5853976531942634,0.5905460472697637,0.599282686664493,0.5917413746264601,0.005731209468284186,69
1348,0.008785327275594076,0.0021073740058480026,0.0,0.0,0.25,,True,0.75,l1,sag,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.75, 'penalty': 'l1', 'solver': 'sag'}",,,,,,976
1349,3.188681205113729,0.03669368268117691,0.007327477137247722,0.0006995259708510732,0.25,,True,0.75,l1,saga,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.75, 'penalty': 'l1', 'solver': 'saga'}",0.5829530638852672,0.5900570497147515,0.5939028366481904,0.5889703884813909,0.004535783987404954,384
1350,0.009109020233154297,0.0004599064521501392,0.0,0.0,0.25,,True,0.75,elasticnet,newton-cg,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.75, 'penalty': 'elasticnet', 'solver': 'newton-cg'}",,,,,,978
1351,0.008458773295084635,0.0004596819987333736,0.0,0.0,0.25,,True,0.75,elasticnet,lbfgs,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.75, 'penalty': 'elasticnet', 'solver': 'lbfgs'}",,,,,,979
1352,0.009108940760294596,0.00046046853352693396,0.0,0.0,0.25,,True,0.75,elasticnet,liblinear,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.75, 'penalty': 'elasticnet', 'solver': 'liblinear'}",,,,,,1042
1353,0.008459091186523438,0.000458726309518884,0.0,0.0,0.25,,True,0.75,elasticnet,sag,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.75, 'penalty': 'elasticnet', 'solver': 'sag'}",,,,,,1074
1354,3.649883270263672,0.3970432581323164,0.010410229365030924,0.003930639279664641,0.25,,True,0.75,elasticnet,saga,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.75, 'penalty': 'elasticnet', 'solver': 'saga'}",0.5824641460234681,0.5900570497147515,0.5934137593739811,0.5886443901113828,0.004580408475330371,390
1355,1.681522051493327,0.9686224268264086,0.012036720911661783,0.0032199070464812253,0.25,,True,0.75,none,newton-cg,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.75, 'penalty': 'none', 'solver': 'newton-cg'}",0.5884941329856584,0.5915240423797881,0.5952070427127486,0.5917413746264601,0.0027448392704346476,69
1356,0.4847451051076253,0.020693445885638782,0.0058565934499104815,7.867411722033553e-07,0.25,,True,0.75,none,lbfgs,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.75, 'penalty': 'none', 'solver': 'lbfgs'}",0.58751629726206,0.5897310513447432,0.5971633518095859,0.59146970931812,0.004125822213318291,155
1357,0.0263519287109375,0.00784892404379396,0.0,0.0,0.25,,True,0.75,none,liblinear,"{'C': 0.25, 'class_weight': None, 'fit_intercept': True, 'l1_ratio': 0.75, 'penalty': 'none', 'solver': 'liblinear'}",,,,,,1179
